Num_Acc;senc;catv;occutc;obs;obsm;choc;manv;num_veh;
22175;0;7;0;1;2;1;1;A01;
22176;0;30;0;0;2;8;1;A01;
22176;0;13;0;0;2;1;1;B01;
22177;0;1;0;0;1;1;1;A01;
22178;0;33;0;0;2;1;17;A01;
22178;0;7;0;0;2;3;15;B01;
22179;0;7;0;0;2;3;9;A01;
22179;0;30;0;0;2;7;1;B01;
22180;0;10;0;0;1;4;4;A01;
22181;0;37;1;0;2;7;1;B01;
22181;0;7;0;0;2;0;1;A01;
22182;0;7;0;0;2;4;23;B01;
22182;0;7;0;0;2;1;2;A01;
22183;0;7;0;1;0;7;1;A01;
22184;0;7;0;0;4;8;15;A01;
22184;0;40;0;15;2;1;1;B01;
22185;0;7;0;0;2;3;1;B01;
22185;0;1;0;0;2;1;1;A01;
22186;0;1;0;0;2;1;1;B01;
22186;0;7;0;0;2;5;15;A01;
22187;0;7;0;0;1;4;20;A01;
22188;0;7;0;15;2;1;21;A01;
22188;1;7;0;0;0;0;0;B01;
22189;0;1;0;0;2;1;5;A01;
22189;0;7;0;0;2;3;1;B01;
22190;0;33;0;15;0;1;1;A01;
22191;0;7;0;0;1;1;1;A01;
22192;0;7;0;0;2;1;2;A01;
22192;0;7;0;0;2;1;2;B01;
22193;0;1;0;0;2;1;9;B01;
22193;0;7;0;0;2;1;9;A01;
22194;0;30;0;0;2;1;1;A01;
22194;0;7;0;0;2;2;1;B01;
22195;0;7;0;0;2;8;1;A01;
22195;0;10;0;0;2;2;1;B01;
22196;0;7;0;0;2;8;15;A01;
22196;0;33;0;0;2;1;17;B01;
22197;0;7;0;0;2;8;1;A01;
22197;0;7;0;0;2;8;1;B01;
22197;0;7;0;0;2;3;1;C01;
22198;0;7;0;0;2;3;1;B01;
22198;0;7;0;0;2;2;1;A01;
22199;0;7;0;0;2;1;1;A01;
22199;0;7;0;0;2;6;1;B01;
22200;0;7;0;0;2;6;13;A01;
22200;0;7;0;0;2;6;1;B01;
22201;0;7;0;0;2;1;2;A01;
22201;0;3;0;0;2;4;2;B01;
22202;0;30;0;0;1;1;1;A01;
22203;0;7;0;0;2;8;1;A01;
22203;0;7;0;0;2;2;20;B01;
22204;0;7;0;0;2;3;9;A01;
22204;0;33;0;0;2;7;15;B01;
22205;0;32;0;0;2;1;16;B01;
22205;0;7;0;0;2;2;1;A01;
22206;0;7;0;0;2;3;12;A01;
22206;0;7;0;0;0;5;12;B01;
22207;0;7;0;0;1;1;1;A01;
22208;0;1;0;0;2;1;0;A01;
22208;0;7;0;0;2;2;16;B01;
22209;0;7;0;0;2;1;1;A01;
22209;0;33;0;0;0;4;23;B01;
22210;0;32;0;0;2;1;1;A01;
22210;0;7;0;0;2;2;15;B01;
22211;0;2;0;0;2;1;1;A01;
22211;0;7;0;0;2;2;16;B01;
22212;0;7;0;0;2;1;23;A01;
22212;0;2;0;0;2;8;9;B01;
22213;0;7;0;0;2;1;13;A01;
22213;0;7;0;0;2;3;1;B01;
22214;0;31;0;0;2;1;1;A01;
22214;0;7;0;0;0;4;2;B01;
22215;0;7;0;0;0;5;2;B01;
22215;0;7;0;0;2;1;2;A01;
22216;0;7;0;0;1;1;0;A01;
22217;0;7;0;0;2;3;15;A01;
22217;0;33;0;0;2;8;1;B01;
22218;0;7;0;0;2;4;4;A01;
22218;0;30;0;0;2;1;14;B01;
22219;0;33;0;0;2;8;7;A01;
22219;0;7;0;0;2;7;16;B01;
22220;0;1;0;0;2;2;1;B01;
22220;0;7;0;0;2;3;9;A01;
22221;0;7;0;0;1;1;1;A01;
22222;0;1;0;0;2;1;1;B01;
22222;0;7;0;0;2;8;9;A01;
22223;0;30;0;0;2;1;2;A01;
22223;0;10;0;0;2;4;1;B01;
22224;0;33;0;0;2;1;1;A01;
22224;0;7;0;0;2;5;15;B01;
22225;0;7;0;0;2;2;1;A01;
22225;0;30;0;0;2;1;1;B01;
22226;0;7;0;0;0;0;13;B01;
22226;0;2;0;0;2;2;16;A01;
22227;0;3;0;0;2;1;1;A01;
22227;0;7;0;0;0;0;0;B01;
22228;0;10;0;0;1;1;1;A01;
22229;0;37;1;0;1;7;16;A01;
22230;0;1;0;0;2;1;1;B01;
22230;0;7;0;0;2;6;10;A01;
22231;0;7;0;0;2;1;2;A01;
22231;0;7;0;0;2;4;23;C01;
22231;0;7;0;0;2;4;2;B01;
22232;0;1;0;0;2;1;1;A01;
22232;0;7;0;0;9;1;1;B01;
22233;0;30;0;0;2;2;1;B01;
22233;0;7;0;0;2;4;4;A01;
22234;0;7;0;0;2;1;1;B01;
22234;0;7;0;0;2;7;15;A01;
22235;0;7;0;0;2;8;1;A01;
22235;0;33;0;0;2;1;1;B01;
22236;0;7;0;0;2;1;1;A01;
22236;0;33;0;0;2;3;1;B01;
22237;0;7;0;0;1;0;0;A01;
22238;0;30;0;0;2;3;9;A01;
22238;0;7;0;0;2;7;1;B01;
22239;0;7;0;0;1;1;1;A01;
22240;0;7;0;0;2;3;1;B01;
22240;0;7;0;0;2;1;0;A01;
22241;0;7;0;0;2;3;1;B01;
22241;0;7;0;0;2;2;0;A01;
22242;0;7;0;0;2;7;12;A01;
22242;0;7;0;0;2;2;1;B01;
22243;0;7;0;0;1;7;1;A01;
22244;0;7;0;14;0;9;9;A01;
22245;0;7;0;0;2;1;1;A01;
22245;0;7;0;0;0;4;23;B01;
22246;0;7;0;0;1;1;0;A01;
22247;0;7;0;0;2;8;1;A01;
22247;0;7;0;0;2;6;1;B01;
22248;0;7;0;0;1;1;15;A01;
22249;0;7;0;0;2;1;2;A01;
22249;0;7;0;0;0;4;23;B01;
22250;0;1;0;5;0;0;0;A01;
22251;0;7;0;0;1;1;1;A01;
22252;0;7;0;0;2;3;0;A01;
22252;0;7;0;0;2;1;1;B01;
22253;0;7;0;0;2;1;2;A01;
22253;0;7;0;0;2;4;23;B01;
22253;0;7;0;0;0;4;23;C01;
22254;0;7;0;0;2;1;2;A01;
22254;0;7;0;0;0;4;23;B01;
22255;0;7;0;0;2;1;1;A01;
22255;0;7;0;0;2;4;23;B01;
22256;0;10;0;0;1;1;1;A01;
22257;0;2;0;0;2;1;1;B01;
22257;0;7;0;0;1;1;15;A01;
22258;0;1;0;0;0;1;0;A01;
22259;0;31;0;0;2;1;17;A01;
22259;0;7;0;0;2;8;15;B01;
22260;0;7;0;0;1;1;4;A01;
22261;0;7;0;0;1;2;1;A01;
22262;0;7;0;0;2;3;9;A01;
22262;0;2;0;0;2;7;1;B01;
22263;0;7;0;0;2;1;1;A01;
22263;0;7;0;0;2;8;15;B01;
22264;0;7;0;0;2;3;13;A01;
22264;0;7;0;0;2;1;1;B01;
22265;0;7;0;0;1;8;1;A01;
22266;0;7;0;0;1;3;1;A01;
22267;0;30;0;0;2;1;1;A01;
22267;0;7;0;0;2;3;1;B01;
22268;0;33;0;0;1;1;1;A01;
22269;0;7;0;0;2;5;1;A01;
22269;0;7;0;0;2;3;1;B01;
22270;0;31;0;0;1;1;1;A01;
22271;0;7;0;0;1;3;15;A01;
22272;0;7;0;6;0;1;1;A01;
22273;0;7;0;0;1;1;1;A01;
22274;0;7;0;0;2;4;1;A01;
22274;0;7;0;0;2;1;1;B01;
22274;0;7;0;0;2;1;1;C01;
22275;0;7;0;0;2;1;15;A01;
22275;0;30;0;0;2;4;15;B01;
22276;0;7;0;0;2;7;1;A01;
22276;0;7;0;0;2;1;1;B01;
22277;0;7;0;0;2;1;1;A01;
22277;0;7;0;0;2;4;1;B01;
22277;0;7;0;0;2;4;1;C01;
22278;0;7;0;0;2;1;1;A01;
22278;0;30;0;0;2;3;15;B01;
22279;0;7;0;0;1;2;15;A01;
22280;0;7;0;0;2;1;1;A01;
22280;0;7;0;0;2;4;1;B01;
22281;0;7;0;0;0;1;0;A01;
22282;0;7;0;0;0;1;0;A01;
22283;0;7;0;15;0;2;0;A01;
22284;0;10;0;0;2;1;2;A01;
22284;0;7;0;0;2;1;2;B01;
22284;0;7;0;0;2;4;2;C01;
22285;0;7;0;5;0;1;1;A01;
22286;0;7;0;8;0;2;1;A01;
22287;0;2;0;0;0;0;1;A01;
22288;0;17;0;1;0;2;1;A01;
22288;0;7;0;0;9;4;23;B01;
22289;0;7;0;0;1;3;0;A01;
22290;0;7;0;0;1;3;15;A01;
22291;0;7;0;0;2;1;5;A01;
22291;0;7;0;0;2;1;1;B01;
22292;0;30;0;0;9;0;1;A01;
22293;0;7;0;0;1;1;1;A01;
22294;0;7;0;0;2;2;2;A01;
22294;0;7;0;0;0;4;1;B01;
22295;0;30;0;0;2;1;1;A01;
22295;0;7;0;0;2;3;1;B01;
22296;0;2;0;0;0;0;0;A01;
22297;0;7;0;0;2;3;1;B01;
22297;0;2;0;0;2;3;15;A01;
22298;1;99;0;0;1;2;1;A01;
22299;0;2;0;16;0;0;1;A01;
22300;0;30;0;0;1;0;0;A01;
22301;0;7;0;0;2;3;2;A01;
22301;0;30;0;0;2;5;2;B01;
22302;0;7;0;0;0;1;0;A01;
22303;0;7;0;0;2;4;2;C01;
22303;0;7;0;0;2;1;1;A01;
22303;0;7;0;0;0;4;2;D01;
22303;0;7;0;0;2;1;1;B01;
22304;0;7;0;0;2;1;19;A01;
22304;0;7;0;0;2;0;0;B01;
22305;0;31;0;1;0;8;1;A01;
22306;0;32;0;0;0;0;1;A01;
22307;0;7;0;0;2;3;15;A01;
22307;0;7;0;6;2;2;17;B01;
22308;0;30;0;0;0;9;1;A01;
22309;0;7;0;9;0;1;1;A01;
22310;0;32;0;0;2;6;1;A01;
22310;0;7;0;0;2;2;1;B01;
22311;0;30;0;0;2;8;9;A01;
22311;0;7;0;0;2;7;1;B01;
22312;0;33;0;6;0;1;1;A01;
22313;0;7;0;0;1;3;1;A01;
22314;0;7;0;0;2;2;13;A01;
22314;0;7;0;0;2;1;1;B01;
22315;0;7;0;9;0;1;1;A01;
22316;0;7;0;13;0;1;13;A01;
22317;0;30;0;0;0;2;0;A01;
22318;0;7;0;6;0;8;1;A01;
22319;0;7;0;0;2;1;1;B01;
22319;0;7;0;0;2;1;1;A01;
22319;0;7;0;0;2;4;1;C01;
22320;0;7;0;0;2;2;15;A01;
22320;0;7;0;0;2;1;1;B01;
22321;0;33;0;7;0;8;0;A01;
22322;0;31;0;0;0;8;15;A01;
22323;0;7;0;1;0;4;4;A01;
22323;0;30;0;0;0;4;24;C01;
22324;0;7;0;3;2;1;2;A01;
22324;0;7;0;0;2;2;2;B01;
22325;0;7;0;0;0;1;0;A01;
22326;0;30;0;0;0;8;2;A01;
22327;0;7;0;13;0;3;1;A01;
22328;0;7;0;15;0;1;2;A01;
22329;0;7;0;13;0;2;1;A01;
22330;0;7;0;0;0;1;1;B01;
22330;0;7;0;0;2;1;19;A01;
22331;1;7;0;0;2;4;21;A01;
22331;0;7;0;0;2;1;2;B01;
22331;0;7;0;0;2;1;1;C01;
22332;0;7;0;9;0;1;0;A01;
22333;0;7;0;0;0;1;2;A01;
22333;0;7;0;0;0;4;2;B01;
22334;0;7;0;0;2;4;2;A01;
22334;0;7;0;0;2;1;2;B01;
22335;0;30;0;0;2;2;6;A01;
22335;0;7;0;0;2;3;9;B01;
22336;0;33;0;0;2;7;0;A01;
22336;0;10;0;0;2;8;1;B01;
22337;0;33;0;6;0;1;1;A01;
22338;0;17;0;0;1;5;16;A01;
22339;0;2;0;6;0;2;13;A01;
22340;0;7;0;1;2;2;2;B01;
22340;0;7;0;1;2;3;9;A01;
22341;0;7;0;0;2;3;1;B01;
22341;0;30;0;0;2;1;13;A01;
22342;0;7;0;0;2;8;0;A01;
22342;0;13;0;0;2;8;1;B01;
22343;0;7;0;0;1;8;4;A01;
22344;0;33;0;0;2;1;1;A01;
22344;0;7;0;0;2;6;1;B01;
22344;0;7;0;0;2;1;1;C01;
22345;0;30;0;1;0;1;1;A01;
22346;0;7;0;0;1;3;0;A01;
22347;0;7;0;11;0;9;1;A01;
22348;0;10;0;0;0;1;1;A01;
22348;0;10;0;0;0;4;2;B01;
22349;0;7;0;4;0;9;14;A01;
22350;0;17;0;0;0;6;1;B02;
22350;0;10;0;0;0;2;13;A01;
22351;0;7;0;0;2;1;1;B02;
22351;0;17;0;3;0;1;1;A01;
22352;0;15;0;0;2;1;2;B02;
22352;0;17;0;0;0;4;2;A01;
22353;0;7;0;3;0;1;1;A01;
22354;0;7;0;4;0;3;1;A01;
22355;0;33;0;4;0;3;11;A01;
22356;0;17;0;0;2;1;1;A01;
22356;0;17;0;0;0;4;1;B02;
22357;0;7;0;0;0;3;1;A01;
22358;0;7;0;0;2;9;2;A01;
22358;0;7;0;0;2;2;1;B02;
22358;0;15;0;0;0;4;2;C03;
22359;0;7;0;0;1;2;1;A01;
22360;0;17;0;0;2;1;2;A01;
22360;0;17;0;0;2;4;2;B02;
22361;0;10;0;0;2;3;1;B02;
22361;0;36;0;0;2;3;13;A01;
22362;0;7;0;0;2;8;1;B02;
22362;0;7;0;0;2;0;6;A01;
22363;0;2;0;0;0;7;1;A01;
22364;0;7;0;0;0;3;1;B02;
22364;0;7;0;0;0;3;1;C03;
22364;0;7;0;0;0;3;13;A01;
22365;0;7;0;4;2;2;2;A01;
22365;0;15;0;0;2;6;24;B02;
22366;0;7;0;13;0;2;1;A01;
22367;0;7;0;0;2;2;21;D04;
22367;0;15;0;0;2;2;21;C03;
22367;0;14;0;0;0;6;1;B02;
22367;0;7;0;0;2;9;14;A01;
22368;0;7;0;13;0;1;1;A01;
22369;0;7;0;0;2;1;0;A01;
22369;0;7;0;0;0;4;21;B01;
22370;0;7;0;4;0;1;1;A01;
22371;0;7;0;5;0;1;2;A01;
22372;0;7;0;0;2;1;1;A01;
22372;0;7;0;0;0;4;1;B01;
22373;0;7;0;3;2;2;17;A01;
22373;0;15;0;0;0;6;1;B01;
22374;0;7;0;0;2;1;1;A01;
22374;0;30;0;0;0;4;0;B01;
22375;0;7;0;0;1;1;15;A01;
22376;0;10;0;0;2;1;0;A01;
22376;0;32;0;0;2;4;2;B01;
22377;0;2;0;12;0;1;14;A01;
22378;0;7;0;0;2;1;2;A01;
22378;0;7;0;0;2;4;2;B01;
22379;0;7;0;0;1;1;2;A01;
22380;0;14;0;0;2;3;1;A01;
22380;0;7;0;0;0;2;1;B01;
22381;0;7;0;0;2;1;15;A01;
22381;0;30;0;0;2;1;1;B01;
22382;0;7;0;4;0;1;1;A01;
22383;0;7;0;4;0;2;1;A01;
22384;0;7;0;0;1;3;1;A01;
22385;0;2;0;0;2;1;1;A01;
22385;0;7;0;0;0;4;0;B01;
22386;0;7;0;0;2;3;9;A01;
22386;0;7;0;0;2;8;1;B01;
22387;0;3;0;0;1;1;1;A01;
22388;0;7;0;0;2;1;1;A01;
22388;0;7;0;0;2;4;1;B01;
22389;0;30;0;0;0;0;1;A01;
22389;0;10;0;0;0;0;15;B01;
22390;0;7;0;0;1;3;0;A01;
22391;0;7;0;0;2;3;1;A01;
22391;0;1;0;0;2;1;0;B01;
22392;0;7;0;0;1;1;1;A01;
22393;0;7;0;0;1;3;1;A01;
22394;0;10;0;0;2;1;9;A01;
22394;0;7;0;0;2;7;1;B01;
22395;0;7;0;0;2;1;2;A01;
22395;0;7;0;0;2;4;2;B01;
22396;0;7;0;0;1;3;15;A01;
22397;0;7;0;13;0;0;21;A01;
22397;1;7;0;0;0;0;17;B01;
22398;0;30;0;0;2;7;0;A01;
22398;0;10;0;0;2;0;0;B01;
22399;0;7;0;0;1;2;1;A01;
22400;0;7;0;0;1;1;15;A01;
22401;0;7;0;13;0;9;1;A01;
22402;0;7;0;13;0;1;1;A01;
22403;0;7;0;11;0;1;1;A01;
22404;0;7;0;0;2;0;0;A01;
22404;0;30;0;0;2;0;0;B01;
22405;0;33;0;11;0;1;17;A01;
22406;0;33;0;13;0;1;0;A01;
22407;0;7;0;4;0;9;6;A01;
22408;0;7;0;0;1;2;9;B01;
22409;0;7;0;13;0;0;2;A01;
22410;0;7;0;13;0;2;1;A01;
22411;0;7;0;0;2;2;1;B01;
22411;0;7;0;0;2;3;15;A01;
22412;0;7;0;13;0;2;1;A01;
22413;0;7;0;0;1;2;1;B01;
22414;0;7;0;0;2;2;14;A01;
22414;0;7;0;0;2;3;1;B01;
22415;0;2;0;0;2;1;1;A01;
22415;0;7;0;0;0;4;1;B01;
22416;0;14;0;0;2;1;1;A01;
22416;0;7;0;0;0;1;1;B01;
22416;0;7;0;0;2;4;1;C01;
22417;1;7;0;0;2;0;0;A01;
22417;0;1;0;0;0;0;1;B01;
22418;1;1;0;0;1;1;0;A01;
22419;0;7;0;5;0;1;1;A01;
22420;0;7;0;13;0;7;0;A01;
22421;0;7;0;0;1;0;15;A01;
22422;0;7;0;9;0;2;1;A01;
22423;1;7;0;0;2;2;0;A01;
22423;0;32;0;0;2;4;1;B01;
22424;0;33;0;0;2;1;17;A01;
22424;0;7;0;0;2;8;15;B01;
22425;0;7;0;12;0;2;14;A01;
22426;0;33;0;0;2;2;17;A01;
22426;0;10;0;0;2;8;15;B01;
22427;0;7;0;0;2;0;1;B01;
22427;2;7;0;0;2;0;0;A01;
22428;0;7;0;0;2;1;2;A01;
22428;0;7;0;0;2;4;1;B01;
22429;0;7;0;13;0;2;1;A01;
22430;0;7;0;3;0;9;0;A01;
22431;0;7;0;13;0;0;0;A01;
22432;0;7;0;0;2;2;1;B01;
22432;0;1;0;0;2;1;9;A01;
22433;0;33;0;0;2;2;2;A01;
22433;0;7;0;0;2;6;1;B01;
22433;0;7;0;0;2;7;1;C01;
22434;2;7;0;3;0;0;0;A01;
22435;0;30;0;0;2;1;2;A01;
22435;0;30;0;0;2;5;16;B01;
22436;0;7;0;0;2;1;16;A01;
22436;0;7;0;0;1;4;23;B01;
22437;0;1;0;0;0;0;0;B01;
22437;0;14;0;0;0;0;0;A01;
22438;0;2;0;0;2;3;18;A01;
22438;0;7;0;0;2;2;16;B01;
22439;0;7;0;0;2;0;22;A01;
22439;0;1;0;1;0;0;1;B01;
22440;0;30;0;0;2;1;1;B01;
22440;0;7;0;0;2;8;9;A01;
22441;0;1;0;0;2;0;0;B01;
22441;0;7;0;0;2;2;0;A01;
22442;0;2;0;0;2;1;1;A01;
22442;0;7;0;0;0;4;1;B01;
22443;0;7;0;0;2;4;1;C01;
22443;0;7;0;0;2;1;1;A01;
22443;0;7;0;0;2;0;2;B01;
22444;0;7;0;0;2;1;1;B01;
22444;0;7;0;6;2;1;15;A01;
22445;0;7;0;0;0;2;0;A01;
22446;0;7;0;0;2;3;1;B01;
22446;0;7;0;0;2;2;1;A01;
22447;0;2;0;0;0;7;16;A01;
22448;0;7;0;7;2;2;12;B01;
22448;0;7;0;0;2;3;1;A01;
22449;0;3;0;3;0;9;1;A01;
22450;0;7;0;13;0;0;1;A01;
22451;0;7;0;7;0;1;14;A01;
22452;0;7;0;0;2;1;1;A01;
22452;0;7;0;0;2;4;1;B01;
22452;0;7;0;0;2;4;1;C01;
22452;0;7;0;0;2;4;1;D01;
22453;1;99;0;0;1;0;0;A01;
22454;0;7;0;0;2;7;16;A01;
22454;0;31;0;0;2;8;1;B01;
22455;0;7;0;6;0;1;14;B01;
22455;0;3;0;0;0;0;9;A01;
22456;0;7;0;0;2;1;9;A01;
22456;0;7;0;0;0;1;1;B01;
22456;0;15;0;0;2;1;1;C01;
22457;0;15;0;3;0;2;12;A01;
22457;0;7;0;3;2;8;1;B01;
22458;0;7;0;8;0;7;14;A01;
22459;0;7;0;0;2;1;2;A01;
22459;0;7;0;0;2;4;2;B01;
22459;0;7;0;0;2;4;2;C01;
22460;1;7;0;;0;0;;A01;
22460;0;7;0;0;2;6;2;B01;
22461;0;7;0;2;0;9;1;A01;
22462;0;7;0;11;2;2;1;B01;
22462;0;7;0;0;2;8;15;A01;
22463;0;7;0;0;2;2;1;A01;
22463;0;1;0;0;2;0;0;B01;
22464;0;7;0;0;2;2;17;A01;
22464;0;38;16;0;2;8;1;B01;
22465;0;7;0;0;1;1;1;A01;
22466;0;7;0;6;0;2;21;A01;
22467;0;1;0;0;2;1;2;A01;
22467;0;7;0;0;2;5;16;B01;
22468;0;32;0;0;2;7;13;A01;
22468;0;14;0;0;2;2;1;B01;
22469;0;7;0;13;0;9;13;A01;
22470;0;7;0;0;1;2;16;A01;
22471;0;7;0;0;1;1;1;A01;
22472;0;7;0;0;2;3;0;A01;
22472;0;33;0;0;2;1;0;B01;
22473;0;7;0;3;0;9;1;A01;
22474;0;7;0;0;2;3;13;A01;
22474;0;7;0;0;2;0;1;B01;
22475;0;7;0;6;2;2;17;A01;
22475;0;7;0;6;2;3;15;B01;
22476;0;7;0;0;2;0;4;A01;
22476;0;7;0;0;2;2;1;B01;
22477;0;1;0;0;2;7;1;B01;
22477;0;7;0;0;2;1;15;A01;
22478;0;7;0;0;2;4;2;B01;
22478;0;7;0;0;2;1;0;A01;
22479;0;7;0;0;2;5;1;B01;
22479;0;30;0;0;2;1;3;A01;
22480;0;7;0;0;1;1;1;A01;
22481;0;7;0;0;2;1;13;A01;
22481;0;7;0;0;2;1;1;B01;
22482;0;7;0;0;2;2;13;A01;
22482;0;7;0;0;2;2;1;B01;
22483;0;7;0;13;0;1;1;A01;
22484;0;7;0;0;2;4;2;B01;
22484;0;37;25;0;2;1;2;A01;
22485;0;7;0;0;2;3;1;A01;
22485;0;1;0;0;2;3;1;B01;
22486;0;33;0;0;2;1;1;B01;
22486;0;7;0;0;2;8;1;A01;
22487;0;7;0;6;0;0;1;A01;
22488;0;7;0;0;2;5;15;A01;
22488;0;7;0;0;2;1;1;B01;
22488;0;7;0;0;2;1;1;C01;
22489;0;33;0;15;0;1;1;A01;
22490;0;33;0;5;0;1;1;A01;
22491;0;7;0;0;2;1;2;A01;
22491;0;7;0;0;2;4;2;B01;
22491;0;7;0;0;2;4;2;C01;
22492;0;7;0;2;2;2;1;A01;
22492;0;7;0;0;2;1;15;B01;
22493;0;7;0;0;1;2;1;A01;
22494;0;2;0;0;2;1;0;B01;
22494;0;7;0;0;2;2;15;A01;
22495;0;7;0;0;1;7;2;A01;
22496;0;7;0;0;1;0;1;A01;
22497;0;30;0;0;2;1;1;A01;
22497;0;7;0;0;2;6;2;B01;
22498;0;7;0;2;0;1;1;A01;
22499;0;7;0;16;0;0;14;A01;
22500;0;7;0;0;2;3;0;A01;
22500;0;7;0;3;0;1;0;B01;
22501;0;7;0;3;0;0;0;A01;
22502;0;7;0;13;0;1;1;A01;
22503;0;7;0;13;0;9;1;A01;
22504;0;7;0;0;2;8;10;A01;
22504;0;2;0;0;2;2;1;B01;
22505;0;7;0;0;2;1;2;A01;
22505;0;7;0;0;2;7;23;B01;
22506;0;7;0;8;0;3;1;A01;
22507;0;7;0;0;1;3;1;A01;
22508;0;7;0;0;1;1;15;A01;
22509;0;7;0;0;1;3;20;A01;
22510;0;7;0;0;1;3;15;A01;
22511;0;7;0;16;0;1;1;A01;
22512;0;7;0;0;2;1;1;A01;
22512;0;7;0;0;0;4;1;B01;
22513;0;7;0;3;0;5;1;A01;
22514;0;7;0;0;2;1;16;A01;
22514;0;7;0;0;2;1;0;B01;
22515;0;7;0;0;2;7;2;A01;
22515;0;33;0;0;2;8;2;B01;
22516;0;32;0;0;0;3;1;A01;
22517;1;99;0;0;2;2;0;A01;
22517;0;30;0;0;2;0;0;B01;
22518;0;7;0;0;0;3;1;A01;
22519;0;7;0;13;0;1;1;A01;
22520;0;7;0;0;1;1;1;A01;
22521;0;7;0;3;2;1;1;A01;
22521;0;7;0;0;2;1;1;B01;
22522;0;7;0;0;1;3;1;A01;
22523;0;7;0;0;2;6;4;A01;
22523;0;2;0;0;2;3;1;B01;
22524;0;7;0;0;0;6;1;B02;
22524;0;7;0;0;0;2;3;A01;
22525;0;14;0;0;2;1;5;B02;
22525;0;7;0;0;2;1;1;A01;
22526;0;33;0;0;2;4;14;A01;
22526;0;33;0;0;2;1;1;B02;
22527;0;7;0;0;2;1;1;A01;
22527;0;7;0;0;2;4;15;B02;
22527;0;7;0;0;2;3;1;C03;
22528;0;7;0;0;2;5;19;A01;
22528;0;7;0;0;2;1;1;B02;
22529;0;7;0;13;0;1;1;A01;
22530;0;31;0;0;2;1;1;A01;
22530;0;7;0;0;2;5;19;B02;
22531;0;33;0;0;2;1;1;A01;
22531;0;7;0;0;2;3;19;B02;
22532;0;10;0;0;2;1;1;B02;
22532;0;7;0;0;2;1;3;A01;
22533;0;7;0;0;1;1;1;A01;
22534;0;10;0;0;1;4;4;A01;
22535;0;7;0;0;2;3;0;B01;
22535;0;7;0;0;2;3;0;A01;
22536;0;7;0;0;2;4;1;C01;
22536;0;7;0;0;2;1;1;A01;
22536;0;7;0;0;2;4;1;B01;
22537;0;7;0;0;2;3;1;A01;
22537;1;7;0;0;2;0;17;X01;
22538;0;10;0;0;2;1;1;B01;
22538;0;2;0;0;2;1;13;A01;
22539;0;7;0;0;1;1;15;A01;
22540;0;7;0;0;2;4;2;D01;
22540;0;7;0;0;2;4;2;B01;
22540;0;7;0;0;2;4;2;C01;
22540;0;14;0;0;2;1;1;A01;
22541;0;7;0;6;0;1;6;A01;
22542;0;7;0;0;2;2;17;A01;
22542;0;10;0;0;2;8;0;B01;
22543;0;30;0;0;2;3;9;A01;
22543;0;7;0;0;2;1;1;B01;
22544;0;7;0;0;2;3;15;C01;
22544;0;7;0;0;2;4;2;B01;
22544;0;7;0;0;2;1;2;A01;
22545;0;7;0;0;2;1;1;B01;
22545;0;7;0;0;2;1;15;A01;
22546;0;7;0;0;1;1;1;A01;
22547;0;7;0;0;1;4;20;A01;
22548;0;7;0;0;1;1;1;A01;
22549;0;7;0;0;2;4;2;A01;
22549;1;7;0;0;2;1;2;Z01;
22550;0;2;0;0;2;1;17;B01;
22550;0;7;0;0;2;3;10;A01;
22551;0;33;0;0;2;7;21;B01;
22551;0;7;0;0;2;3;10;A01;
22552;0;7;0;2;0;1;14;A01;
22553;0;7;0;0;1;0;0;A01;
22554;0;7;0;0;2;1;2;A01;
22554;0;7;0;0;2;4;2;D01;
22554;0;7;0;0;2;4;2;B01;
22554;0;7;0;0;2;4;2;C01;
22555;0;7;0;2;0;1;14;A01;
22556;0;2;0;0;2;1;2;A01;
22556;0;7;0;0;0;4;2;B01;
22557;0;3;0;0;2;4;15;B01;
22557;0;7;0;0;2;1;2;A01;
22558;0;7;0;0;2;8;1;B01;
22558;1;7;0;0;2;0;0;A01;
22559;0;7;0;0;2;1;2;A01;
22559;0;7;0;0;2;4;2;B01;
22560;0;33;0;0;2;0;17;C01;
22560;0;7;0;0;2;3;17;B01;
22560;0;7;0;0;2;3;1;A01;
22561;0;33;0;0;2;1;2;A01;
22561;0;7;0;0;2;4;2;B01;
22562;0;7;0;0;1;1;1;A01;
22563;0;31;0;0;0;0;0;A01;
22564;0;2;0;0;1;1;1;A01;
22565;0;7;0;0;2;2;1;B01;
22565;0;7;0;0;2;1;1;A01;
22566;1;33;0;0;1;0;0;A01;
22567;0;7;0;0;1;2;1;A01;
22568;0;7;0;0;9;1;1;A01;
22568;0;1;0;0;2;8;19;B01;
22569;0;7;0;0;1;1;1;A01;
22570;0;7;0;0;1;2;21;A01;
22571;0;7;0;0;2;3;0;B01;
22571;1;7;0;0;2;0;0;A01;
22572;0;7;0;0;1;3;15;A01;
22573;0;7;0;5;0;9;9;A01;
22573;0;39;0;0;4;1;2;B01;
22574;1;7;0;0;1;0;0;A01;
22574;0;7;0;0;1;1;16;B01;
22575;0;2;0;0;0;1;2;A01;
22575;0;7;0;0;0;5;2;B01;
22576;0;7;0;1;0;2;1;A01;
22576;0;10;0;0;0;6;24;B01;
22577;0;7;0;0;2;8;16;B01;
22577;0;7;0;0;2;2;0;A01;
22578;0;7;0;15;0;1;0;A01;
22579;0;32;0;0;0;6;2;B01;
22579;0;7;0;0;2;3;2;A01;
