Num_Acc;senc;catv;occutc;obs;obsm;choc;manv;num_veh;
7647;0;10;0;0;2;1;1;B02;
7648;0;7;0;0;1;2;1;A01;
7649;0;7;0;0;2;8;5;A01;
7649;0;7;0;0;2;8;5;B02;
7650;0;33;0;0;0;1;21;A01;
7651;0;7;0;0;2;2;14;A01;
7651;0;14;0;0;2;6;1;B02;
7652;0;10;0;13;0;2;17;A01;
7653;0;33;0;0;2;7;1;A01;
7653;0;10;0;0;2;1;19;B02;
7654;0;7;0;6;0;1;1;A01;
7655;0;10;0;8;0;7;1;A01;
7656;0;7;0;8;0;8;1;A01;
7657;0;7;0;0;2;1;15;A01;
7657;0;33;0;0;2;1;1;B02;
7658;0;7;0;0;2;7;14;A01;
7658;0;7;0;0;2;8;1;B02;
7659;0;7;0;0;2;1;1;A01;
7659;0;7;0;0;2;1;1;B02;
7660;0;7;0;5;0;1;14;A01;
7661;0;7;0;0;2;1;17;A01;
7661;0;7;0;0;2;6;0;B02;
7661;0;7;0;0;2;1;5;C03;
7662;0;7;0;0;2;7;19;A01;
7662;0;7;0;0;2;1;1;B02;
7663;0;7;0;0;2;1;13;A01;
7663;0;7;0;0;2;1;1;B02;
7664;0;14;0;0;2;1;1;B02;
7664;0;7;0;0;2;2;1;A01;
7665;0;33;0;0;2;1;1;B02;
7665;0;7;0;0;2;3;15;A01;
7666;0;7;0;1;2;1;14;A01;
7666;0;14;0;0;0;5;24;C03;
7666;0;7;0;0;0;6;24;B02;
7667;0;33;0;2;0;1;13;A01;
7668;0;33;0;0;2;2;1;B02;
7668;0;7;0;0;2;3;1;C03;
7668;0;10;0;0;2;2;13;A01;
7669;0;7;0;0;2;8;19;A01;
7669;0;7;0;0;2;1;0;B02;
7670;0;7;0;0;2;2;0;A01;
7670;0;7;0;0;2;8;19;B02;
7671;0;10;0;0;2;1;1;A01;
7671;0;7;0;0;2;1;1;B02;
7672;0;7;0;0;2;3;13;A01;
7672;0;10;0;0;2;1;1;B02;
7673;0;7;0;2;0;3;2;A01;
7674;0;7;0;0;2;1;13;A01;
7674;0;7;0;0;2;1;1;B02;
7675;0;7;0;11;0;2;1;A01;
7676;0;7;0;13;0;9;1;A01;
7677;0;33;0;0;2;1;1;A01;
7677;0;17;0;0;2;6;19;B02;
7678;0;10;0;0;2;3;1;A01;
7678;0;38;0;0;2;3;1;B02;
7679;0;7;0;13;0;1;13;A01;
7680;0;37;0;0;0;3;1;C03;
7680;0;33;0;0;2;1;2;A01;
7680;0;7;0;0;2;4;2;B02;
7681;0;14;0;0;2;1;2;B02;
7681;0;7;0;0;0;4;0;A01;
7682;0;7;0;0;5;3;1;A01;
7682;0;7;0;14;5;3;0;B02;
7682;0;7;0;0;5;8;0;C03;
7682;0;7;0;0;5;8;0;D04;
7682;0;7;0;0;5;2;0;E05;
7683;0;7;0;6;0;3;6;A01;
7684;0;31;0;0;2;1;2;B02;
7684;0;10;0;0;2;6;15;A01;
7685;0;10;0;0;2;4;2;B02;
7685;0;10;0;0;2;4;2;A01;
7686;0;7;0;0;0;9;2;A01;
7687;0;7;0;0;1;3;13;A01;
7688;0;33;0;0;2;1;1;B02;
7688;0;7;0;0;2;7;9;A01;
7689;0;1;0;0;0;4;0;B02;
7689;0;7;0;0;9;1;2;A01;
7690;0;7;0;0;2;1;1;C03;
7690;0;7;0;0;2;4;1;B02;
7690;1;7;0;0;0;0;5;A01;
7691;0;33;0;0;2;2;21;A01;
7691;0;10;0;0;2;3;15;B02;
7692;0;7;0;0;2;1;1;B02;
7692;0;7;0;0;2;7;1;A01;
7693;0;7;0;0;1;2;1;A01;
7694;0;7;0;0;2;6;1;B02;
7694;0;7;0;0;2;2;3;A01;
7695;0;38;0;0;1;2;1;A01;
7696;0;7;0;0;0;3;10;A01;
7696;0;33;0;0;2;1;2;B02;
7697;0;7;0;0;0;1;1;B02;
7697;0;7;0;0;0;7;1;A01;
7698;0;7;0;13;0;1;1;A01;
7699;0;7;0;0;2;1;2;A01;
7699;0;7;0;0;0;0;0;B02;
7700;0;7;0;8;0;1;1;A01;
7701;0;33;0;13;0;1;1;A01;
7702;0;10;0;0;2;2;15;A01;
7702;0;34;0;0;2;1;1;B02;
7703;0;33;0;0;2;1;17;A01;
7703;0;15;0;0;2;6;2;B02;
7703;0;7;0;0;2;1;1;C03;
7704;0;33;0;6;0;8;21;A01;
7705;0;7;0;0;2;2;1;B02;
7705;0;33;0;0;2;1;13;A01;
7706;0;14;0;0;2;3;13;A01;
7706;0;33;0;0;0;1;0;B02;
7707;0;13;0;0;2;1;24;B02;
7707;0;7;0;1;0;7;19;A01;
7708;0;10;0;0;2;2;15;A01;
7708;0;31;0;0;2;1;1;B02;
7709;0;7;0;0;2;3;13;A01;
7709;0;7;0;0;2;1;2;C03;
7709;0;7;0;0;2;9;21;B02;
7710;0;7;0;0;2;1;13;A01;
7710;0;7;0;0;2;1;13;B02;
7711;0;7;0;0;1;3;15;A01;
7712;0;7;0;0;2;3;15;A01;
7712;0;34;0;0;2;1;1;B02;
7713;0;7;0;0;2;2;0;B02;
7713;0;33;0;0;2;8;0;A01;
7714;0;7;0;2;0;1;14;A01;
7715;0;1;0;0;2;1;18;A01;
7715;0;7;0;0;9;8;23;C03;
7715;0;7;0;0;9;7;16;B02;
7716;0;7;0;0;9;8;15;A01;
7716;0;1;0;0;2;1;1;B02;
7717;0;7;0;0;2;9;15;A01;
7717;0;7;0;0;2;1;0;B02;
7717;0;7;0;0;2;3;0;C03;
7718;0;10;0;0;2;1;15;A01;
7718;0;17;0;0;2;1;1;B02;
7719;0;7;0;0;2;8;1;B02;
7719;0;7;0;15;0;2;13;A01;
7720;0;33;0;8;0;1;1;A01;
7721;0;7;0;0;2;8;19;A01;
7721;0;33;0;0;2;1;1;B02;
7722;0;7;0;16;0;9;1;A01;
7723;0;10;0;0;2;3;15;A01;
7723;0;7;0;0;2;3;1;B02;
7724;0;7;0;1;0;1;14;A01;
7725;0;7;0;0;0;6;0;A01;
7725;0;14;0;0;0;1;0;B02;
7726;0;10;0;2;0;2;1;A01;
7727;0;7;0;16;0;7;1;A01;
7728;0;7;0;0;2;3;1;B02;
7728;0;7;0;0;2;2;9;A01;
7729;0;7;0;13;0;2;1;A01;
7730;0;7;0;13;0;3;14;A01;
7731;0;7;0;0;2;1;0;B02;
7731;0;7;0;0;2;1;0;A01;
7732;0;7;0;0;0;9;0;A01;
7733;0;7;0;0;2;1;1;B02;
7733;0;7;0;0;2;3;16;A01;
7734;0;33;0;0;2;1;1;A01;
7734;0;7;0;0;2;3;15;B02;
7735;0;1;0;0;0;4;2;A01;
7735;0;1;0;0;0;4;2;B02;
7735;1;7;0;0;2;1;2;C03;
7736;0;14;0;0;1;2;1;A01;
7737;0;7;0;0;2;1;19;A01;
7737;0;7;0;0;2;3;1;B02;
7738;0;7;0;0;2;1;15;A01;
7738;0;33;0;0;2;1;1;B02;
7739;0;20;0;0;2;8;1;C03;
7739;0;10;0;0;2;3;1;B02;
7739;0;7;0;0;2;3;17;A01;
7740;0;7;0;0;2;2;15;A01;
7740;0;15;0;0;2;3;1;B02;
7741;0;10;0;0;2;5;1;A01;
7741;0;7;0;0;2;3;19;B02;
7742;0;31;0;0;2;1;1;A01;
7742;0;7;0;0;2;7;15;B02;
7743;0;7;0;0;2;2;1;A01;
7743;0;7;0;0;2;3;1;B02;
7744;0;33;0;3;0;7;1;A01;
7745;0;33;0;0;0;8;1;A01;
7746;0;7;0;0;2;8;9;A01;
7746;0;31;0;0;2;7;1;B02;
7747;0;33;0;2;0;1;13;A01;
7748;0;1;0;0;0;6;11;B02;
7748;0;7;0;0;9;2;13;A01;
7749;0;32;0;0;2;1;1;B02;
7749;0;7;0;0;2;8;15;A01;
7750;0;10;0;2;0;3;1;A01;
7751;0;7;0;2;0;1;0;A01;
7752;0;7;0;0;2;2;1;B02;
7752;0;7;0;0;2;3;19;A01;
7753;0;10;0;0;2;3;19;A01;
7753;0;33;0;0;2;1;17;B02;
7754;0;7;0;2;0;7;0;A01;
7755;0;7;0;2;0;1;1;A01;
7756;0;10;0;0;2;3;13;B02;
7756;0;7;0;0;2;3;1;A01;
7757;0;33;0;0;0;1;0;B02;
7757;0;7;0;2;0;2;0;A01;
7758;0;7;0;0;1;1;1;A01;
7759;0;33;0;0;2;1;13;A01;
7759;0;7;0;0;2;3;1;B02;
7760;0;7;0;0;2;6;13;A01;
7760;0;33;0;0;2;2;17;B02;
7761;0;7;0;0;2;3;17;A01;
7761;0;33;0;0;2;2;17;B02;
7762;0;7;0;6;0;1;14;A01;
7763;0;31;0;0;2;1;13;A01;
7763;0;7;0;0;2;3;1;B02;
7764;0;7;0;0;2;3;19;A01;
7764;0;33;0;0;2;1;1;B02;
7765;0;7;0;0;2;3;1;A01;
7765;0;31;0;0;2;5;19;B02;
7766;0;34;0;0;2;1;13;A01;
7766;0;33;0;0;2;3;1;B02;
7767;0;7;0;0;1;1;1;A01;
7768;0;7;0;0;2;3;2;A01;
7768;0;30;0;0;2;1;1;B02;
7769;0;7;0;0;9;2;1;A01;
7769;0;1;0;0;2;4;1;B02;
7770;0;31;0;0;0;4;2;A01;
7770;0;10;0;0;0;1;2;B02;
7771;0;7;0;0;1;2;17;A01;
7772;0;33;0;0;2;1;1;B02;
7772;0;7;0;0;2;7;15;A01;
7773;0;1;0;0;2;4;1;B02;
7773;0;7;0;0;2;2;1;A01;
7774;0;20;0;0;2;3;1;B02;
7774;0;10;0;0;2;3;13;A01;
7775;0;7;0;0;2;1;5;A01;
7775;0;7;0;0;2;1;13;B02;
7776;0;30;0;0;2;1;0;A01;
7776;0;7;0;0;2;4;15;B02;
7777;0;7;0;0;1;6;4;A01;
7778;0;7;0;0;2;1;15;A01;
7778;0;2;0;0;2;7;1;B02;
7779;0;7;0;0;2;2;1;B02;
7779;0;33;0;0;2;7;13;A01;
7780;0;10;0;0;1;3;19;A01;
7781;0;7;0;0;2;1;1;C03;
7781;0;7;0;0;2;1;5;A01;
7781;0;7;0;0;2;3;1;B02;
7782;0;2;0;0;2;1;13;A01;
7782;0;7;0;0;2;3;1;B02;
7783;0;7;0;0;2;1;15;A01;
7783;0;2;0;0;2;7;1;B02;
7784;0;33;0;0;2;8;5;A01;
7784;0;7;0;0;2;8;5;B02;
7785;0;10;0;0;2;3;1;B02;
7785;0;33;0;0;2;6;13;A01;
7786;0;7;0;0;2;1;15;A01;
7786;0;33;0;0;2;1;1;B02;
7787;0;7;0;0;2;3;1;B02;
7787;0;7;0;0;2;7;13;A01;
7788;0;7;0;0;0;1;1;A01;
7789;0;7;0;0;1;1;3;A01;
7790;0;33;0;1;0;8;19;A01;
7791;0;36;0;8;0;1;1;A01;
7792;0;33;0;12;0;8;1;A01;
7793;0;7;0;0;1;3;0;A01;
7794;0;7;0;0;1;3;19;A01;
7795;1;7;0;0;1;2;2;A01;
7796;0;7;0;8;0;6;13;A01;
7797;0;10;0;0;2;7;19;A01;
7797;0;33;0;0;2;1;1;B02;
7798;0;38;0;0;2;0;1;A01;
7798;0;7;0;0;0;0;15;B02;
7799;0;33;0;0;2;1;2;A01;
7799;0;10;0;0;2;4;23;B02;
7800;0;7;0;0;2;9;14;A01;
7800;0;2;0;0;0;1;2;B02;
7801;0;7;0;1;1;1;20;A01;
7802;0;14;0;0;2;1;1;A01;
7802;0;14;0;0;2;4;2;B02;
7803;0;7;0;0;1;2;17;A01;
7804;0;7;0;0;0;0;20;A01;
7805;0;1;0;0;2;1;10;B02;
7805;0;7;0;0;9;2;0;A01;
7806;0;7;0;0;2;4;1;B02;
7806;0;7;0;0;2;1;17;A01;
7807;0;14;0;2;0;2;1;A01;
7808;0;7;0;0;2;3;9;B02;
7808;0;17;0;0;2;2;1;A01;
7808;0;7;0;0;2;1;1;C03;
7809;0;7;0;0;0;1;13;A01;
7810;0;10;0;0;0;3;15;A01;
7810;0;7;0;0;0;7;17;B02;
7811;0;34;0;0;2;1;17;B02;
7811;0;10;0;0;0;3;10;A01;
7812;0;7;0;6;0;7;1;A01;
7813;0;33;0;0;2;1;1;A01;
7813;0;7;0;0;2;5;15;B02;
7814;0;3;0;0;2;1;1;B02;
7814;0;7;0;0;2;1;13;A01;
7815;0;7;0;2;0;1;17;A01;
7816;0;21;0;0;0;4;2;B02;
7816;0;7;0;0;2;1;2;A01;
7816;0;7;0;0;2;3;2;C03;
7817;0;32;0;0;0;3;1;A01;
7817;0;32;0;0;2;3;1;B02;
7818;0;10;0;8;2;1;1;A01;
7818;0;7;0;0;2;3;1;B02;
7819;0;7;0;2;0;1;13;A01;
7820;0;7;0;0;1;3;1;A01;
7821;0;33;0;0;2;1;1;A01;
7821;0;7;0;0;2;3;16;B02;
7822;0;7;0;0;2;8;21;C03;
7822;0;7;0;0;2;1;1;B02;
7822;0;7;0;0;2;1;13;A01;
7823;0;7;0;0;2;3;1;A01;
7823;0;7;0;0;2;3;1;B02;
7824;0;7;0;2;0;8;1;A01;
7825;0;33;0;0;2;1;21;A01;
7825;0;7;0;0;2;3;15;B02;
7826;0;33;0;0;2;1;1;A01;
7826;0;7;0;0;2;1;1;B02;
7827;0;7;0;2;0;1;0;A01;
7828;1;7;0;0;1;7;1;A01;
7829;0;7;0;0;2;1;5;A01;
7829;0;7;0;0;2;1;1;B02;
7830;0;7;0;0;0;7;14;A01;
7831;0;7;0;0;2;4;23;B02;
7831;0;7;0;0;2;1;1;D04;
7831;0;7;0;0;2;1;1;C03;
7831;0;15;0;0;2;3;1;A01;
7832;0;7;0;6;0;1;13;A01;
7833;0;7;0;2;0;2;14;A01;
7834;0;7;0;0;9;1;1;C03;
7834;0;7;0;0;2;3;13;A01;
7834;0;7;0;0;2;3;1;B02;
7835;0;7;0;8;0;1;14;A01;
7836;0;7;0;0;1;3;1;A01;
7837;0;7;0;0;2;1;1;B02;
7837;0;15;0;0;0;3;13;A01;
7838;0;7;0;2;0;1;1;A01;
7839;0;7;0;13;0;9;1;A01;
7840;0;13;0;0;9;2;14;A01;
7840;0;1;0;0;2;6;1;B02;
7841;0;7;0;0;2;7;13;A01;
7841;0;7;0;0;2;1;1;B02;
7842;0;7;0;2;0;8;15;A01;
7843;0;7;0;0;2;1;2;C03;
7843;0;7;0;0;2;3;1;B02;
7843;0;7;0;0;2;3;17;A01;
7844;0;7;0;13;0;9;1;A01;
7845;0;33;0;8;2;3;1;A01;
7845;0;10;0;0;2;3;15;B02;
7846;0;10;0;0;1;5;4;A01;
7847;0;31;0;0;0;2;1;A01;
7848;0;7;0;6;2;1;17;A01;
7848;0;1;0;0;2;1;1;B02;
7849;0;7;0;10;0;1;13;A01;
7849;0;20;0;0;2;1;1;B02;
7850;0;7;0;0;0;4;0;A01;
7850;0;7;0;0;2;1;2;B02;
7851;0;7;0;6;0;2;1;A01;
7852;0;7;0;0;0;0;13;A01;
7853;0;7;0;13;0;9;1;A01;
7854;0;7;0;13;0;9;1;A01;
7855;0;7;0;0;0;1;19;A01;
7855;0;33;0;0;2;1;1;B02;
7856;0;7;0;2;0;2;21;A01;
7857;0;33;0;2;0;1;1;A01;
7858;0;33;0;4;0;3;13;A01;
7859;0;36;0;16;0;0;16;A01;
7860;0;7;0;0;0;0;0;A01;
7861;0;7;0;0;0;2;1;C03;
7861;0;7;0;0;0;1;1;B02;
7861;0;33;0;0;0;1;1;A01;
7862;0;33;0;0;0;1;13;A01;
7862;0;33;0;0;0;8;1;B02;
7863;0;7;0;0;2;1;15;A01;
7863;0;7;0;0;2;1;1;B02;
7864;0;7;0;13;0;9;6;A01;
7865;0;7;0;0;1;0;1;A01;
7866;0;10;0;0;1;2;1;A01;
7867;0;7;0;0;2;2;1;B02;
7867;0;7;0;0;2;3;15;A01;
7868;0;7;0;0;0;3;13;A01;
7868;0;7;0;0;0;3;1;B02;
7869;0;10;0;0;0;3;15;A01;
7869;0;7;0;0;0;1;1;B02;
7870;0;7;0;0;0;3;1;C03;
7870;0;33;0;0;2;8;1;A01;
7870;0;7;0;0;0;8;1;B02;
7871;0;33;0;0;0;0;13;A01;
7872;0;1;0;0;2;1;13;A01;
7872;0;7;0;0;0;3;15;B02;
7873;0;7;0;0;2;3;1;A01;
7873;0;15;0;0;2;3;1;B02;
7874;0;7;0;0;2;2;19;A01;
7874;0;33;0;0;2;8;1;B02;
7875;0;7;0;0;0;1;13;A01;
7875;0;7;0;0;0;1;1;B02;
7876;0;10;0;6;0;2;1;A01;
7877;0;33;0;0;0;0;21;B02;
7877;0;33;0;0;0;7;0;A01;
7878;0;33;0;0;2;8;0;C03;
7878;0;33;0;0;2;1;0;B02;
7878;0;7;0;0;2;3;13;A01;
7879;0;7;0;0;0;0;13;A01;
7880;0;7;0;2;0;9;17;A01;
7881;0;33;0;3;0;1;16;A01;
7882;0;10;0;0;0;0;1;A01;
7882;0;33;0;0;2;0;1;B02;
7883;0;33;0;3;0;8;16;A01;
7884;0;31;0;16;0;7;1;A01;
7885;0;33;0;0;0;7;17;A01;
7885;0;33;0;0;2;1;1;B02;
7886;0;33;0;0;0;3;15;A01;
7887;0;33;0;0;0;8;1;A01;
7888;0;7;0;13;0;1;1;A01;
7889;0;33;0;0;0;8;1;A01;
7890;0;7;0;0;2;3;1;B02;
7890;0;33;0;0;2;1;1;A01;
7891;0;7;0;0;2;3;1;B02;
7891;0;7;0;0;2;3;13;A01;
7892;0;33;0;0;2;1;17;A01;
7892;0;7;0;0;2;2;1;B02;
7893;0;7;0;0;2;3;2;A01;
7893;0;7;0;0;0;5;15;B02;
7894;0;7;0;13;2;1;13;A01;
7894;0;7;0;0;2;1;1;B02;
7895;0;1;0;0;0;0;0;A01;
7896;0;7;0;2;0;1;1;A01;
7897;2;7;0;0;0;1;1;A01;
7897;0;7;0;0;2;4;2;B02;
7897;0;10;0;0;0;4;2;C03;
7898;0;7;0;0;2;3;13;A01;
7898;0;7;0;0;2;8;1;B02;
7898;0;10;0;0;2;8;21;C03;
7899;0;7;0;2;0;1;13;A01;
7900;0;7;0;0;2;1;1;A01;
7900;0;7;0;0;2;9;1;B02;
7901;0;10;0;0;2;2;18;A01;
7901;0;33;0;0;0;5;2;B02;
7902;0;33;0;6;0;2;1;A01;
7903;0;7;0;2;0;1;1;A01;
7904;0;7;0;0;0;1;13;A01;
7905;0;33;0;0;0;7;1;A01;
7906;0;33;0;3;0;8;1;A01;
7907;0;7;0;5;0;1;1;A01;
7908;0;7;0;13;0;9;13;A01;
7909;0;7;0;13;0;8;1;A01;
7910;0;7;0;2;0;5;1;A01;
7911;0;15;0;0;2;3;1;B01;
7911;0;7;0;0;2;3;13;A02;
7912;0;7;0;2;2;3;1;B02;
7912;0;7;0;0;2;1;1;C03;
7912;0;7;0;0;2;3;13;A01;
7913;0;1;0;0;2;1;5;A01;
7913;0;7;0;0;9;1;1;B02;
7914;0;7;0;0;2;1;1;A01;
7914;0;7;0;0;2;8;19;B02;
7915;0;7;0;8;2;1;1;A01;
7915;0;7;0;0;2;2;1;B02;
7916;0;7;0;0;2;2;6;A01;
7916;0;33;0;0;2;1;1;B02;
7916;0;7;0;0;9;8;23;C03;
7917;0;7;0;0;1;2;1;A01;
7918;0;7;0;0;2;2;15;A01;
7918;0;30;0;0;2;1;1;B02;
7919;0;7;0;0;2;3;1;A01;
7919;0;7;0;0;2;3;13;B02;
7920;0;10;0;2;0;8;13;A01;
7921;0;33;0;0;0;0;1;A01;
7922;0;7;0;2;0;1;13;A01;
7923;0;33;0;0;2;1;1;A01;
7923;0;7;0;0;2;1;1;B02;
7924;0;33;0;8;0;1;1;A01;
7925;0;33;0;13;0;2;1;A01;
7926;0;10;0;0;2;3;15;A01;
7926;0;1;0;0;2;1;1;B02;
7927;0;33;0;0;2;1;1;A01;
7927;0;7;0;0;0;4;9;B02;
7928;0;33;0;0;2;1;1;A01;
7928;0;7;0;0;2;1;1;B02;
7928;0;7;0;0;2;3;9;C03;
7929;0;7;0;2;0;1;14;A01;
7930;0;33;0;9;0;9;17;A01;
7931;0;10;0;0;2;3;1;A01;
7931;0;10;0;0;2;3;1;B02;
7932;1;7;0;0;1;2;1;A01;
7933;0;33;0;0;0;9;1;A01;
7934;0;7;0;0;2;2;1;A01;
7934;0;32;0;0;2;1;1;B02;
7935;0;36;0;0;0;0;1;A01;
7936;0;7;0;2;0;1;13;A01;
7937;0;7;0;0;0;8;9;A01;
7937;0;14;0;0;0;2;1;B02;
7938;0;7;0;0;2;7;15;A01;
7938;0;1;0;0;2;1;1;B02;
7939;0;7;0;0;2;1;13;A01;
7939;0;10;0;0;2;3;1;B02;
7940;0;7;0;13;0;9;13;A01;
7941;0;30;0;3;0;1;14;A01;
7942;0;36;0;13;0;9;13;A01;
7943;0;7;0;2;0;1;13;A01;
7944;0;7;0;13;0;9;14;A01;
7945;0;7;0;0;2;3;1;A01;
7945;0;7;0;0;2;1;1;B02;
7946;0;7;0;0;1;3;1;A01;
7947;0;7;0;0;2;2;1;A01;
7947;0;21;0;0;;6;1;B02;
7948;0;33;0;0;0;1;1;A01;
7949;0;7;0;0;1;1;15;A01;
7950;0;7;0;0;;8;1;B02;
7950;0;10;0;0;2;3;13;A01;
7951;0;7;0;0;;3;15;A01;
7951;0;33;0;0;2;1;1;B02;
7952;0;31;0;13;0;7;13;A01;
7953;0;1;0;0;2;1;13;A01;
7953;0;1;0;0;2;1;1;B02;
7953;0;14;0;0;2;1;1;C03;
7954;0;3;0;0;2;3;13;A01;
7954;0;7;0;0;0;3;1;B02;
7955;0;7;0;16;0;9;21;A01;
7956;0;7;0;0;0;3;1;A01;
7957;0;30;0;0;2;1;5;A01;
7957;0;7;0;0;2;3;2;B02;
7958;0;7;0;0;0;0;23;A01;
7958;0;33;0;1;0;7;21;B02;
7958;0;33;0;1;0;7;21;C03;
7959;0;7;0;0;;3;15;A01;
7959;0;33;0;0;2;1;1;B02;
7960;0;7;0;0;2;2;13;A01;
7960;0;7;0;0;2;3;1;B02;
7960;0;7;0;0;2;1;1;C03;
7961;0;7;0;2;0;1;1;A01;
7962;0;7;0;13;0;1;1;A01;
7963;0;7;0;13;0;2;1;A01;
7964;0;7;0;0;;8;15;A01;
7964;0;33;0;0;2;1;1;B02;
7965;0;7;0;13;0;1;1;A01;
7966;0;7;0;16;0;0;0;A01;
7967;0;7;0;2;0;1;1;A01;
7968;0;7;0;0;2;1;5;A01;
7968;0;7;0;0;;1;1;B02;
7969;0;7;0;0;2;1;17;A01;
7969;0;7;0;0;;1;1;B02;
7970;0;7;0;0;2;1;13;A01;
7970;0;7;0;0;;2;1;B02;
7970;0;7;0;0;2;1;1;C03;
7971;0;7;0;0;2;2;1;A01;
7971;0;7;0;0;2;3;1;B02;
7972;0;33;0;0;0;0;0;A01;
7973;0;1;0;0;0;4;1;B02;
7973;2;7;0;0;2;2;1;A01;
7974;0;7;0;16;0;0;13;A01;
7975;0;7;0;0;2;3;16;A01;
7975;0;7;0;0;;1;1;B02;
7976;0;7;0;2;0;1;1;A01;
7977;0;7;0;13;0;9;1;A01;
7978;0;33;0;0;0;7;1;A01;
7979;0;7;0;0;;5;1;A01;
7979;0;31;0;0;2;2;14;B02;
7980;0;7;0;1;0;1;2;A01;
7980;0;7;0;0;;4;23;B02;
7981;0;7;0;0;0;7;1;A01;
7982;0;7;0;0;2;1;1;A01;
7982;0;7;0;0;;1;0;B02;
7983;0;7;0;0;;3;1;B02;
7983;0;7;0;0;2;2;1;A01;
7984;0;30;0;0;2;1;5;B02;
7984;0;7;0;0;2;2;17;A01;
7985;0;7;0;2;0;1;0;A01;
7986;0;7;0;0;2;2;9;B02;
7986;0;7;0;0;2;2;1;A01;
7987;0;7;0;0;2;6;17;A01;
7987;0;33;0;0;2;3;17;B02;
7988;0;7;0;0;2;3;1;A01;
7988;0;7;0;0;2;3;1;B02;
7989;0;7;0;0;1;4;4;A01;
7990;0;7;0;0;2;5;16;A01;
7990;0;7;0;0;2;3;2;B02;
7991;0;33;0;0;2;1;1;A01;
7991;0;13;0;0;2;6;9;B02;
7992;0;10;0;0;1;1;1;A01;
7993;0;33;0;2;0;1;13;A01;
7994;0;31;0;0;5;1;1;A01;
7995;0;14;0;4;0;7;1;A01;
7996;0;7;0;0;0;4;1;A01;
7996;0;1;0;0;2;1;1;B02;
7997;0;33;0;13;0;8;1;A01;
7998;0;33;0;0;2;3;13;A01;
7998;0;7;0;0;2;3;1;B02;
7999;0;34;0;0;0;0;1;A01;
8000;0;7;0;0;0;5;15;A01;
8000;0;30;0;0;2;1;1;B02;
8001;0;10;0;16;0;0;1;A01;
8002;0;7;0;0;2;3;1;C03;
8002;0;7;0;0;2;9;1;A01;
8002;0;7;0;0;2;9;1;B02;
8003;0;7;0;0;2;3;1;A01;
8003;0;17;0;0;2;2;1;B02;
8004;0;32;0;4;0;2;14;A01;
8005;0;3;0;0;0;1;13;B02;
8005;0;7;0;0;2;3;1;A01;
8006;0;30;0;15;1;1;21;A01;
8007;0;30;0;0;2;1;1;A01;
8008;0;7;0;0;2;1;0;C03;
8008;0;7;0;0;0;1;0;A01;
8008;0;7;0;0;2;1;5;B02;
8009;0;7;0;13;0;1;1;A01;
8010;0;7;0;0;9;3;9;B02;
8010;0;1;0;0;2;3;9;A01;
8011;0;33;0;0;0;1;1;B02;
8011;0;7;0;0;0;5;15;A01;
8012;0;7;0;0;0;0;2;A01;
8012;0;1;0;0;2;8;2;B02;
8013;0;14;0;4;0;7;1;A01;
8014;0;34;0;0;2;1;1;A01;
8014;0;7;0;0;2;1;15;B02;
8015;0;30;0;0;2;1;13;B02;
8015;0;7;0;0;2;1;13;A01;
8016;0;31;0;0;2;8;15;A01;
8016;0;7;0;0;2;1;17;B02;
8017;0;7;0;0;9;8;15;A01;
8017;0;33;0;0;2;1;1;B02;
8018;0;10;0;0;2;3;20;A01;
8018;0;30;0;0;2;0;17;B02;
8019;0;7;0;0;2;3;0;B02;
8019;0;33;0;0;2;1;1;A01;
8020;0;31;0;0;0;8;21;A01;
8021;0;7;0;0;2;3;15;A01;
8021;0;33;0;0;2;1;1;B02;
8022;0;7;0;0;2;2;1;A01;
8022;0;7;0;0;2;3;1;B02;
8023;0;33;0;0;2;1;1;B02;
8023;0;7;0;0;2;1;13;A01;
8024;0;30;0;0;0;0;0;A01;
8025;0;7;0;0;9;8;0;A01;
8025;0;1;0;1;0;1;1;C03;
8025;0;33;0;0;9;1;1;D04;
8025;0;1;0;1;0;1;1;B02;
8026;0;33;0;0;1;2;2;A01;
8027;0;7;0;0;0;0;0;A01;
8028;0;7;0;0;2;6;0;A01;
8028;0;7;0;0;2;1;1;B02;
8029;0;1;0;13;0;0;1;A01;
8030;0;33;0;0;0;0;1;A01;
8031;0;33;0;3;0;2;1;A01;
8032;0;21;0;0;2;7;2;B02;
8032;0;7;0;0;2;3;2;A01;
8033;0;1;0;2;0;0;1;A01;
8034;0;7;0;0;2;3;13;A01;
8034;0;33;0;0;2;1;1;B02;
8034;0;33;0;0;2;1;1;C03;
8035;0;7;0;13;0;9;13;A01;
8036;0;7;0;2;0;1;14;A01;
8037;0;1;0;0;2;1;1;A01;
8037;0;7;0;0;2;7;19;B02;
8038;0;31;0;0;0;1;2;A01;
8039;0;10;0;0;1;1;1;A01;
8040;0;33;0;10;0;7;1;A01;
8041;0;30;0;0;2;1;1;B02;
8041;0;7;0;0;0;3;9;A01;
8042;0;7;0;0;2;1;1;B02;
8042;0;7;0;0;2;1;13;A01;
8043;0;7;0;0;1;2;17;A01;
8044;0;7;0;2;0;1;1;A01;
8045;0;33;0;0;0;8;1;A01;
8046;0;33;0;12;0;1;1;A01;
8047;0;7;0;0;2;3;1;B02;
8047;0;7;0;0;2;1;13;A01;
8048;0;33;0;10;0;1;1;A01;
8049;0;33;0;0;2;8;13;A01;
8049;0;7;0;0;2;8;1;B02;
